workflow_id	task_name	cpus	memory	disk	duration	cost
ede3cc18-c507-4f76-b7dc-63f22439a9bc	salmon_paired_reads	10	64GB	80GB	0.63h	$0.08
32686c0d-9d95-4038-9099-21294d3728ad	bamToFastq	2	10GB	40GB	1.50h	$0.04
32686c0d-9d95-4038-9099-21294d3728ad	salmon_paired_reads	10	64GB	80GB	1.83h	$0.25
c56aa5a5-a74c-42e8-8f5d-ec5491209fd1	bamToFastq	2	10GB	40GB	24.34h	$0.62
c56aa5a5-a74c-42e8-8f5d-ec5491209fd1	salmon_paired_reads	10	64GB	80GB	7.11h	$0.96
8ccb8a92-5fbe-468d-8536-72dfebb8aa2c	bamToFastq	2	10GB	40GB	21.85h	$0.56
8ccb8a92-5fbe-468d-8536-72dfebb8aa2c	bamToFastq	2	10GB	40GB	0.57h	$0.01
8ccb8a92-5fbe-468d-8536-72dfebb8aa2c	salmon_paired_reads	10	64GB	80GB	3.84h	$0.52
8ccb8a92-5fbe-468d-8536-72dfebb8aa2c	salmon_paired_reads	10	64GB	80GB	0.62h	$0.08
a902219b-48d5-4715-a943-c59161436309	bamToFastq	2	10GB	40GB	11.33h	$0.29
a902219b-48d5-4715-a943-c59161436309	bamToFastq	2	10GB	40GB	0.54h	$0.01
a902219b-48d5-4715-a943-c59161436309	salmon_paired_reads	10	64GB	80GB	1.21h	$0.16
6d1fce35-15e9-480f-9898-5d0e2f76e013	bamToFastq	2	10GB	40GB	24.72h	$0.63
6d1fce35-15e9-480f-9898-5d0e2f76e013	salmon_paired_reads	10	64GB	80GB	1.38h	$0.19
8218513b-7ba8-4944-90fa-183f3753e920	bamToFastq	2	10GB	40GB	30.23h	$0.77
8218513b-7ba8-4944-90fa-183f3753e920	salmon_paired_reads	10	64GB	80GB	1.76h	$0.24
f7daf8be-16fc-418d-af09-1abff6f53252	bamToFastq	2	10GB	40GB	34.03h	$0.87
f7daf8be-16fc-418d-af09-1abff6f53252	salmon_paired_reads	10	64GB	80GB	2.24h	$0.30
c769d228-8d7f-4808-8b24-f78ed89e90cd	bamToFastq	2	10GB	40GB	35.22h	$0.90
c769d228-8d7f-4808-8b24-f78ed89e90cd	bamToFastq	2	10GB	40GB	0.39h	$0.01
c769d228-8d7f-4808-8b24-f78ed89e90cd	salmon_paired_reads	10	64GB	80GB	1.38h	$0.19
c769d228-8d7f-4808-8b24-f78ed89e90cd	salmon_paired_reads	10	64GB	80GB	3.90h	$0.52
8f493324-9279-4f38-96f5-27db0065185c	bamToFastq	2	10GB	40GB	30.16h	$0.77
8f493324-9279-4f38-96f5-27db0065185c	salmon_paired_reads	10	64GB	80GB	6.16h	$0.83
effcccd3-a830-4adb-a2dd-7c1afd08a0fa	bamToFastq	2	10GB	40GB	5.21h	$0.13
effcccd3-a830-4adb-a2dd-7c1afd08a0fa	salmon_paired_reads	10	64GB	80GB	1.24h	$0.17
d4b36d28-85cd-4fc5-b356-7c3c3022a5be	bamToFastq	0	0GB	0GB	0.00h	$0.00
d4b36d28-85cd-4fc5-b356-7c3c3022a5be	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
2138cac1-63f6-47fc-835b-0ba607956e50	bamToFastq	2	10GB	40GB	6.65h	$0.17
2138cac1-63f6-47fc-835b-0ba607956e50	salmon_paired_reads	10	64GB	80GB	1.53h	$0.21
a87ce3b5-246e-4aa1-ae27-209d367466db	bamToFastq	2	10GB	40GB	16.07h	$0.41
a87ce3b5-246e-4aa1-ae27-209d367466db	salmon_paired_reads	10	64GB	80GB	1.50h	$0.20
212d023d-e871-42b9-9db2-4b46b5c13391	bamToFastq	0	0GB	0GB	0.00h	$0.00
212d023d-e871-42b9-9db2-4b46b5c13391	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
af1027cc-71ad-4e34-b0b4-4587b15fe037	bamToFastq	2	10GB	40GB	12.10h	$0.31
af1027cc-71ad-4e34-b0b4-4587b15fe037	salmon_paired_reads	10	64GB	80GB	12.13h	$1.63
7129d309-398e-41f3-b2d0-475c0d3a785d	bamToFastq	2	10GB	40GB	14.35h	$0.37
7129d309-398e-41f3-b2d0-475c0d3a785d	salmon_paired_reads	10	64GB	80GB	3.17h	$0.43
7a99fe3b-62ec-4bbc-996a-6e6ce2a2d9ac	bamToFastq	2	10GB	40GB	5.53h	$0.14
7a99fe3b-62ec-4bbc-996a-6e6ce2a2d9ac	salmon_paired_reads	10	64GB	80GB	0.67h	$0.09
7a99fe3b-62ec-4bbc-996a-6e6ce2a2d9ac	salmon_paired_reads	10	64GB	80GB	7.21h	$0.97
a955ec75-a007-417d-81b7-b8aada85c4fa	bamToFastq	2	10GB	40GB	18.99h	$0.49
a955ec75-a007-417d-81b7-b8aada85c4fa	salmon_paired_reads	10	64GB	80GB	23.62h	$3.17
9b1ce9bf-8aec-4983-9a73-697a85c3d7e3	bamToFastq	2	10GB	40GB	19.97h	$0.51
9b1ce9bf-8aec-4983-9a73-697a85c3d7e3	bamToFastq	2	10GB	40GB	1.98h	$0.05
9b1ce9bf-8aec-4983-9a73-697a85c3d7e3	salmon_paired_reads	10	64GB	80GB	1.88h	$0.25
63c526f0-a1c4-45fd-890d-038234c6c1f8	bamToFastq	2	10GB	40GB	2.68h	$0.07
02a53afc-7388-4fc7-b25d-98ea97afd69a	bamToFastq	2	10GB	40GB	8.81h	$0.23
02a53afc-7388-4fc7-b25d-98ea97afd69a	salmon_paired_reads	10	64GB	80GB	1.32h	$0.18
cf427f54-43b6-4ad6-aa3a-6a3de673ec58	bamToFastq	2	10GB	40GB	15.07h	$0.38
cf427f54-43b6-4ad6-aa3a-6a3de673ec58	salmon_paired_reads	10	64GB	80GB	2.45h	$0.33
2c2314cc-8e17-4b09-8d5a-88bf0b77131b	bamToFastq	2	10GB	40GB	34.54h	$0.88
2c2314cc-8e17-4b09-8d5a-88bf0b77131b	salmon_paired_reads	10	64GB	80GB	1.05h	$0.14
165db92c-ff62-4163-b6a1-dc6adc47b866	bamToFastq	2	10GB	40GB	7.61h	$0.19
165db92c-ff62-4163-b6a1-dc6adc47b866	salmon_paired_reads	10	64GB	80GB	3.37h	$0.45
57e5053f-90af-41fb-89ae-b05f5e3329dd	bamToFastq	2	10GB	40GB	29.57h	$0.76
57e5053f-90af-41fb-89ae-b05f5e3329dd	salmon_paired_reads	10	64GB	80GB	13.75h	$1.85
2ce067a1-01be-45e1-81a7-8074ba15a7cd	bamToFastq	2	10GB	40GB	3.23h	$0.08
2ce067a1-01be-45e1-81a7-8074ba15a7cd	salmon_paired_reads	10	64GB	80GB	1.38h	$0.19
f3158594-ab23-435d-97d8-5d6c9d338dab	bamToFastq	2	10GB	40GB	37.08h	$0.95
f3158594-ab23-435d-97d8-5d6c9d338dab	salmon_paired_reads	10	64GB	80GB	1.66h	$0.22
71652a34-36d7-4ecc-b05e-b1217f0fd24f	bamToFastq	0	0GB	0GB	0.00h	$0.00
71652a34-36d7-4ecc-b05e-b1217f0fd24f	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
26fe024a-1eda-43cf-9ec1-4ee42e8337c7	bamToFastq	2	10GB	40GB	19.16h	$0.49
26fe024a-1eda-43cf-9ec1-4ee42e8337c7	salmon_paired_reads	10	64GB	80GB	0.66h	$0.09
08216ebd-a8aa-4650-8b59-8ccc68fc2ef8	bamToFastq	2	10GB	40GB	12.84h	$0.33
08216ebd-a8aa-4650-8b59-8ccc68fc2ef8	salmon_paired_reads	10	64GB	80GB	1.17h	$0.16
30ea9cc2-ea40-4084-a4ba-47f86cd1d882	bamToFastq	0	0GB	0GB	0.00h	$0.00
30ea9cc2-ea40-4084-a4ba-47f86cd1d882	salmon_paired_reads	10	64GB	80GB	24.67h	$3.31
933ff34c-6877-4492-9243-9ca69e9cda44	bamToFastq	2	10GB	40GB	4.64h	$0.12
933ff34c-6877-4492-9243-9ca69e9cda44	salmon_paired_reads	10	64GB	80GB	0.73h	$0.10
b5053991-9873-4fd5-88a7-1f8532db2da5	bamToFastq	2	10GB	40GB	16.25h	$0.42
b5053991-9873-4fd5-88a7-1f8532db2da5	salmon_paired_reads	10	64GB	80GB	1.89h	$0.25
c114f956-3413-4070-9015-c72272f13f3d	bamToFastq	2	10GB	40GB	33.79h	$0.86
2b8eeda6-c945-4f8c-8186-bd9facf38585	bamToFastq	2	10GB	40GB	12.16h	$0.31
2b8eeda6-c945-4f8c-8186-bd9facf38585	salmon_paired_reads	10	64GB	80GB	19.09h	$2.56
2ff71682-74be-4b41-95cc-0b30693ce5eb	bamToFastq	2	10GB	40GB	2.75h	$0.07
2ff71682-74be-4b41-95cc-0b30693ce5eb	salmon_paired_reads	10	64GB	80GB	0.62h	$0.08
e97b95ae-647e-48fc-ac04-89849a3669a3	bamToFastq	2	10GB	40GB	4.80h	$0.12
e97b95ae-647e-48fc-ac04-89849a3669a3	salmon_paired_reads	10	64GB	80GB	2.08h	$0.28
c5b7cf90-fd0c-48ed-bdac-e9f1ea51c8ef	bamToFastq	2	10GB	40GB	6.79h	$0.17
c5b7cf90-fd0c-48ed-bdac-e9f1ea51c8ef	salmon_paired_reads	10	64GB	80GB	4.01h	$0.54
d1733380-5df5-4757-941e-fca78cd8c149	bamToFastq	2	10GB	40GB	13.62h	$0.35
26ba1509-8da7-4a96-b74b-cc209e3d92d1	bamToFastq	2	10GB	40GB	13.71h	$0.35
26ba1509-8da7-4a96-b74b-cc209e3d92d1	salmon_paired_reads	10	64GB	80GB	7.28h	$0.98
04b25af9-2cf3-496b-af30-fb2427ce91dc	bamToFastq	2	10GB	40GB	12.65h	$0.32
04b25af9-2cf3-496b-af30-fb2427ce91dc	salmon_paired_reads	10	64GB	80GB	10.96h	$1.47
3eceb5e6-effb-40de-88f6-ff2e703b4357	bamToFastq	2	10GB	40GB	2.17h	$0.06
3eceb5e6-effb-40de-88f6-ff2e703b4357	salmon_paired_reads	10	64GB	80GB	1.08h	$0.15
8d67428b-32e6-4449-b0ae-ff74ef5858d2	bamToFastq	2	10GB	40GB	32.11h	$0.82
8d67428b-32e6-4449-b0ae-ff74ef5858d2	salmon_paired_reads	10	64GB	80GB	7.11h	$0.96
0cf34ef6-2fc6-4ee2-a9bc-44c196b4dd2f	bamToFastq	2	10GB	40GB	39.36h	$1.01
0cf34ef6-2fc6-4ee2-a9bc-44c196b4dd2f	bamToFastq	2	10GB	40GB	0.54h	$0.01
0cf34ef6-2fc6-4ee2-a9bc-44c196b4dd2f	salmon_paired_reads	10	64GB	80GB	1.29h	$0.17
5d1386d4-8a07-4f31-9001-660781ed4d45	bamToFastq	2	10GB	40GB	15.79h	$0.40
5d1386d4-8a07-4f31-9001-660781ed4d45	salmon_paired_reads	10	64GB	80GB	1.12h	$0.15
5ae96b00-9552-4b93-bef3-9491fe3b6df3	bamToFastq	2	10GB	40GB	31.69h	$0.81
5ae96b00-9552-4b93-bef3-9491fe3b6df3	salmon_paired_reads	10	64GB	80GB	3.18h	$0.43
d75014f9-2e4b-47b9-9d1b-f607a6cc617c	bamToFastq	2	10GB	40GB	17.81h	$0.46
d75014f9-2e4b-47b9-9d1b-f607a6cc617c	salmon_paired_reads	10	64GB	80GB	0.59h	$0.08
8feabcbc-c143-4013-a9d6-836de8a9e154	bamToFastq	2	10GB	40GB	21.10h	$0.54
8feabcbc-c143-4013-a9d6-836de8a9e154	salmon_paired_reads	10	64GB	80GB	1.23h	$0.17
b4c69fee-2895-4f4b-932b-dac46ab65732	bamToFastq	2	10GB	40GB	23.41h	$0.60
b4c69fee-2895-4f4b-932b-dac46ab65732	salmon_paired_reads	10	64GB	80GB	1.20h	$0.16
95bca070-6ddf-43dc-9d66-779445f296f4	bamToFastq	2	10GB	40GB	32.16h	$0.82
95bca070-6ddf-43dc-9d66-779445f296f4	salmon_paired_reads	10	64GB	80GB	1.59h	$0.21
57d98c51-796e-4d62-85ca-38c1d1fc51c8	bamToFastq	2	10GB	40GB	11.32h	$0.29
57d98c51-796e-4d62-85ca-38c1d1fc51c8	salmon_paired_reads	10	64GB	80GB	0.59h	$0.08
2702359a-eb97-4587-8670-cc24b2626626	bamToFastq	2	10GB	40GB	31.34h	$0.80
2702359a-eb97-4587-8670-cc24b2626626	salmon_paired_reads	10	64GB	80GB	1.89h	$0.25
03cd64f7-5ca2-4db1-a946-cd73459b8b87	bamToFastq	2	10GB	40GB	4.67h	$0.12
03cd64f7-5ca2-4db1-a946-cd73459b8b87	salmon_paired_reads	10	64GB	80GB	1.56h	$0.21
38af35e8-acab-44ac-abae-6d98ea2b897c	bamToFastq	2	10GB	40GB	13.04h	$0.33
38af35e8-acab-44ac-abae-6d98ea2b897c	salmon_paired_reads	10	64GB	80GB	1.49h	$0.20
b16fc9d6-0534-4f01-8ec9-e2166a639358	bamToFastq	2	10GB	40GB	13.91h	$0.36
b16fc9d6-0534-4f01-8ec9-e2166a639358	salmon_paired_reads	10	64GB	80GB	29.47h	$3.96
944f39aa-11a5-4d50-9764-8b3e56c83031	bamToFastq	2	10GB	40GB	39.09h	$1.00
944f39aa-11a5-4d50-9764-8b3e56c83031	salmon_paired_reads	10	64GB	80GB	5.10h	$0.69
ed677750-6427-43f7-89d2-3df0f1731349	bamToFastq	2	10GB	40GB	0.64h	$0.02
9ab5041e-40ef-4960-bcb9-2cdfdfe27e1d	bamToFastq	2	10GB	40GB	4.78h	$0.12
9ab5041e-40ef-4960-bcb9-2cdfdfe27e1d	salmon_paired_reads	10	64GB	80GB	2.02h	$0.27
3a422fff-ec89-4bf7-8695-ccf31dcacbc3	bamToFastq	2	10GB	40GB	35.09h	$0.90
3a422fff-ec89-4bf7-8695-ccf31dcacbc3	salmon_paired_reads	10	64GB	80GB	6.32h	$0.85
7f907506-4410-476b-9c08-e212adfbda22	bamToFastq	2	10GB	40GB	37.98h	$0.97
7f907506-4410-476b-9c08-e212adfbda22	salmon_paired_reads	10	64GB	80GB	2.99h	$0.40
95d4381b-6e62-41a3-a1e6-734f39cc6603	bamToFastq	2	10GB	40GB	33.23h	$0.85
95d4381b-6e62-41a3-a1e6-734f39cc6603	salmon_paired_reads	10	64GB	80GB	4.76h	$0.64
019d14fa-0f0e-4a53-af9c-2286bcad5dac	bamToFastq	2	10GB	40GB	15.45h	$0.39
019d14fa-0f0e-4a53-af9c-2286bcad5dac	bamToFastq	2	10GB	40GB	0.84h	$0.02
019d14fa-0f0e-4a53-af9c-2286bcad5dac	salmon_paired_reads	10	64GB	80GB	0.59h	$0.08
ef68444a-fb5f-4789-b15c-adcf011d3eb4	bamToFastq	2	10GB	40GB	9.37h	$0.24
ef68444a-fb5f-4789-b15c-adcf011d3eb4	salmon_paired_reads	10	64GB	80GB	5.16h	$0.69
578c3e77-1ba3-4761-8060-f92141a371dc	bamToFastq	2	10GB	40GB	28.27h	$0.72
0acd3ae3-3370-4da7-b17f-90a96e2a2cde	bamToFastq	2	10GB	40GB	27.22h	$0.70
0acd3ae3-3370-4da7-b17f-90a96e2a2cde	salmon_paired_reads	10	64GB	80GB	1.54h	$0.21
f2eadd61-fbd7-4c17-a38b-ce1f69e3ee61	bamToFastq	2	10GB	40GB	37.15h	$0.95
f2eadd61-fbd7-4c17-a38b-ce1f69e3ee61	salmon_paired_reads	10	64GB	80GB	0.60h	$0.08
0879b25d-0554-414b-af6f-aa0cd415c64d	bamToFastq	2	10GB	40GB	24.24h	$0.62
0879b25d-0554-414b-af6f-aa0cd415c64d	salmon_paired_reads	10	64GB	80GB	4.79h	$0.64
819ef723-3963-4a08-965b-3e6a9e011a2c	bamToFastq	2	10GB	40GB	1.60h	$0.04
819ef723-3963-4a08-965b-3e6a9e011a2c	salmon_paired_reads	10	64GB	80GB	2.30h	$0.31
7f4c6e77-f105-4513-b141-cc221d8f31e5	bamToFastq	2	10GB	40GB	21.29h	$0.54
7f4c6e77-f105-4513-b141-cc221d8f31e5	salmon_paired_reads	10	64GB	80GB	0.91h	$0.12
6dd8a1a0-9fdd-4a07-a5a5-64c231fe34f8	bamToFastq	2	10GB	40GB	27.06h	$0.69
6dd8a1a0-9fdd-4a07-a5a5-64c231fe34f8	salmon_paired_reads	10	64GB	80GB	0.63h	$0.08
16cb95c9-2973-4601-98d0-4414a2fb6619	bamToFastq	2	10GB	40GB	1.19h	$0.03
16cb95c9-2973-4601-98d0-4414a2fb6619	salmon_paired_reads	10	64GB	80GB	0.66h	$0.09
53b876cb-047f-49cc-97e4-94a55ac18412	bamToFastq	2	10GB	40GB	9.75h	$0.25
53b876cb-047f-49cc-97e4-94a55ac18412	salmon_paired_reads	10	64GB	80GB	2.45h	$0.33
3c1e2e4d-3906-4a78-a5ab-64f5ed7d86a5	bamToFastq	2	10GB	40GB	36.57h	$0.93
3c1e2e4d-3906-4a78-a5ab-64f5ed7d86a5	salmon_paired_reads	10	64GB	80GB	0.87h	$0.12
b028d6f5-27c8-437d-a25f-33300107405f	bamToFastq	2	10GB	40GB	33.74h	$0.86
b028d6f5-27c8-437d-a25f-33300107405f	salmon_paired_reads	10	64GB	80GB	4.69h	$0.63
8cd2c77a-9b0b-4756-ba80-15ecd3279278	bamToFastq	2	10GB	40GB	36.67h	$0.94
