workflow_id	task_name	cpus	memory	disk	duration	cost
ad7bc1c1-30a9-4c99-9bfa-594fe051888f	bamToFastq	2	10GB	40GB	7.45h	$0.19
ad7bc1c1-30a9-4c99-9bfa-594fe051888f	salmon_paired_reads	10	64GB	80GB	1.24h	$0.17
a03e1982-8721-47e2-9f93-37f99377355d	bamToFastq	2	10GB	40GB	39.94h	$1.02
a03e1982-8721-47e2-9f93-37f99377355d	salmon_paired_reads	10	64GB	80GB	3.59h	$0.48
482d451c-c702-45b2-8240-c023229af557	bamToFastq	2	10GB	40GB	14.36h	$0.37
482d451c-c702-45b2-8240-c023229af557	salmon_paired_reads	10	64GB	80GB	4.00h	$0.54
7d589caf-9568-4eb8-b2f0-35e059f9d226	bamToFastq	2	10GB	40GB	39.08h	$1.00
7d589caf-9568-4eb8-b2f0-35e059f9d226	salmon_paired_reads	10	64GB	80GB	1.17h	$0.16
7990f112-f94f-4935-ade4-a85a82a38309	bamToFastq	2	10GB	40GB	28.71h	$0.73
3c747ed2-3178-4188-bd96-ae9f5309b285	bamToFastq	2	10GB	40GB	36.10h	$0.92
3c747ed2-3178-4188-bd96-ae9f5309b285	salmon_paired_reads	10	64GB	80GB	1.04h	$0.14
9be72c77-2c9d-4d1a-aeeb-310781d66d1d	bamToFastq	2	10GB	40GB	17.93h	$0.46
a7f9ef43-188d-4412-87f2-41879ae87e6f	bamToFastq	2	10GB	40GB	25.36h	$0.65
1a0f4c5c-c0b4-4375-bcf0-b08d8d564925	bamToFastq	2	10GB	40GB	35.67h	$0.91
1a0f4c5c-c0b4-4375-bcf0-b08d8d564925	salmon_paired_reads	10	64GB	80GB	8.35h	$1.12
9603e6c3-3560-4711-acfa-adf63fb73920	bamToFastq	2	10GB	40GB	30.46h	$0.78
9603e6c3-3560-4711-acfa-adf63fb73920	salmon_paired_reads	10	64GB	80GB	1.33h	$0.18
aa2d1deb-e7d1-4f9d-a8b8-f917a1f674d5	bamToFastq	2	10GB	40GB	36.44h	$0.93
aa2d1deb-e7d1-4f9d-a8b8-f917a1f674d5	salmon_paired_reads	10	64GB	80GB	8.59h	$1.15
9f5be53f-048f-4f4f-b160-cc861548079c	bamToFastq	2	10GB	40GB	33.06h	$0.84
9f5be53f-048f-4f4f-b160-cc861548079c	salmon_paired_reads	10	64GB	80GB	0.63h	$0.09
971332ea-0ce9-4760-a1be-97a0d9b1ab7a	bamToFastq	2	10GB	40GB	14.82h	$0.38
971332ea-0ce9-4760-a1be-97a0d9b1ab7a	salmon_paired_reads	10	64GB	80GB	0.78h	$0.10
40a09291-de4e-4b59-af9d-a140581d7f74	bamToFastq	2	10GB	40GB	12.56h	$0.32
40a09291-de4e-4b59-af9d-a140581d7f74	salmon_paired_reads	10	64GB	80GB	1.82h	$0.24
40a09291-de4e-4b59-af9d-a140581d7f74	salmon_paired_reads	10	64GB	80GB	2.74h	$0.37
1cfbd6d7-b674-4450-b48f-b7f92adee9b7	bamToFastq	2	10GB	40GB	18.58h	$0.47
1cfbd6d7-b674-4450-b48f-b7f92adee9b7	salmon_paired_reads	10	64GB	80GB	0.84h	$0.11
5168b3c3-5f0b-4f03-8a39-3088f5122b69	bamToFastq	2	10GB	40GB	36.71h	$0.94
5168b3c3-5f0b-4f03-8a39-3088f5122b69	salmon_paired_reads	10	64GB	80GB	0.50h	$0.07
5168b3c3-5f0b-4f03-8a39-3088f5122b69	salmon_paired_reads	10	64GB	80GB	1.22h	$0.16
21604d31-9dc1-4f91-874f-22b07d85c8c6	bamToFastq	2	10GB	40GB	9.31h	$0.24
21604d31-9dc1-4f91-874f-22b07d85c8c6	salmon_paired_reads	10	64GB	80GB	0.79h	$0.11
a12b4ee9-e688-426e-8ff4-609432e7fe87	bamToFastq	2	10GB	40GB	0.29h	$0.01
a12b4ee9-e688-426e-8ff4-609432e7fe87	salmon_paired_reads	10	64GB	80GB	1.59h	$0.21
ceff9601-2d5f-4b4d-9847-cd057181084c	bamToFastq	0	0GB	0GB	0.00h	$0.00
ceff9601-2d5f-4b4d-9847-cd057181084c	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
30b43d14-9049-425b-b93b-e33cac87bc32	bamToFastq	0	0GB	0GB	0.00h	$0.00
30b43d14-9049-425b-b93b-e33cac87bc32	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
6402e601-6f9c-441c-bcfd-bafdca9c6788	bamToFastq	2	10GB	40GB	18.90h	$0.48
6402e601-6f9c-441c-bcfd-bafdca9c6788	salmon_paired_reads	10	64GB	80GB	0.61h	$0.08
88f79a34-38ab-4dbb-aa19-5d9116cabed5	bamToFastq	2	10GB	40GB	39.53h	$1.01
88f79a34-38ab-4dbb-aa19-5d9116cabed5	salmon_paired_reads	10	64GB	80GB	1.25h	$0.17
88f79a34-38ab-4dbb-aa19-5d9116cabed5	salmon_paired_reads	10	64GB	80GB	1.33h	$0.18
a5422701-b9e7-4c29-8c7e-66be0eca24bb	bamToFastq	2	10GB	40GB	16.37h	$0.42
a5422701-b9e7-4c29-8c7e-66be0eca24bb	bamToFastq	2	10GB	40GB	0.57h	$0.01
0332225b-5dc4-4f61-a4d4-3969a42e52d9	bamToFastq	2	10GB	40GB	31.39h	$0.80
0332225b-5dc4-4f61-a4d4-3969a42e52d9	salmon_paired_reads	10	64GB	80GB	0.92h	$0.12
1e11d89d-59bc-4066-a2c4-28895acf9727	bamToFastq	2	10GB	40GB	15.96h	$0.41
1e11d89d-59bc-4066-a2c4-28895acf9727	bamToFastq	2	10GB	40GB	0.92h	$0.02
d2cf6913-1f94-469d-ac36-5930ba40d226	bamToFastq	2	10GB	40GB	0.33h	$0.01
d2cf6913-1f94-469d-ac36-5930ba40d226	salmon_paired_reads	10	64GB	80GB	2.09h	$0.28
db9e7d93-f6ff-45a0-a84f-41ff5c85f8d3	bamToFastq	2	10GB	40GB	14.44h	$0.37
db9e7d93-f6ff-45a0-a84f-41ff5c85f8d3	salmon_paired_reads	10	64GB	80GB	4.37h	$0.59
7c5de501-e6b9-41a5-af36-0c27881d7e9f	bamToFastq	2	10GB	40GB	23.96h	$0.61
7c5de501-e6b9-41a5-af36-0c27881d7e9f	salmon_paired_reads	10	64GB	80GB	0.97h	$0.13
a8ea2fe5-4c89-4070-b6d6-99e4d48500ca	bamToFastq	2	10GB	40GB	4.34h	$0.11
a8ea2fe5-4c89-4070-b6d6-99e4d48500ca	salmon_paired_reads	10	64GB	80GB	0.72h	$0.10
a8ec7c9c-376f-4969-9b31-ce74a266d419	bamToFastq	2	10GB	40GB	29.42h	$0.75
a8ec7c9c-376f-4969-9b31-ce74a266d419	salmon_paired_reads	10	64GB	80GB	13.38h	$1.80
876a95e1-b58c-4c3e-8d1a-cc01ac731152	bamToFastq	0	0GB	0GB	0.00h	$0.00
876a95e1-b58c-4c3e-8d1a-cc01ac731152	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
a409d3c4-ac96-4bf9-b0bd-2c59e7327aee	bamToFastq	2	10GB	40GB	29.00h	$0.74
a409d3c4-ac96-4bf9-b0bd-2c59e7327aee	salmon_paired_reads	10	64GB	80GB	1.04h	$0.14
5db37444-b1b7-4f62-8324-f789d39e39bd	bamToFastq	2	10GB	40GB	23.14h	$0.59
5db37444-b1b7-4f62-8324-f789d39e39bd	salmon_paired_reads	10	64GB	80GB	3.59h	$0.48
b486b5c9-5595-4285-a234-5df0b8de866a	bamToFastq	0	0GB	0GB	0.00h	$0.00
b486b5c9-5595-4285-a234-5df0b8de866a	salmon_paired_reads	10	64GB	80GB	10.39h	$1.40
040b8b0d-bf79-4971-95a8-d31df9795527	bamToFastq	2	10GB	40GB	0.38h	$0.01
040b8b0d-bf79-4971-95a8-d31df9795527	salmon_paired_reads	10	64GB	80GB	0.67h	$0.09
0d3048c0-aae1-4e0f-a0d8-2913f0d1a25c	bamToFastq	2	10GB	40GB	38.56h	$0.99
0d3048c0-aae1-4e0f-a0d8-2913f0d1a25c	salmon_paired_reads	10	64GB	80GB	7.63h	$1.03
91dffc9c-f868-493a-a3c0-61ccdf57f0a3	bamToFastq	2	10GB	40GB	5.94h	$0.15
91dffc9c-f868-493a-a3c0-61ccdf57f0a3	salmon_paired_reads	10	64GB	80GB	1.42h	$0.19
7145bbe6-dd1b-416e-8530-f8a6f0f5be3a	bamToFastq	2	10GB	40GB	26.12h	$0.67
7145bbe6-dd1b-416e-8530-f8a6f0f5be3a	salmon_paired_reads	10	64GB	80GB	7.57h	$1.02
035ee3ca-2746-42d6-ba3b-801559039da1	bamToFastq	0	0GB	0GB	0.00h	$0.00
035ee3ca-2746-42d6-ba3b-801559039da1	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
c853e19f-1171-491b-baa4-aff5786ca9c5	bamToFastq	2	10GB	40GB	21.83h	$0.56
c853e19f-1171-491b-baa4-aff5786ca9c5	salmon_paired_reads	10	64GB	80GB	1.68h	$0.23
60cee6ee-e8a0-4d3b-a9d2-d258eb3e86c5	bamToFastq	2	10GB	40GB	40.04h	$1.02
60cee6ee-e8a0-4d3b-a9d2-d258eb3e86c5	bamToFastq	2	10GB	40GB	0.54h	$0.01
60cee6ee-e8a0-4d3b-a9d2-d258eb3e86c5	salmon_paired_reads	10	64GB	80GB	4.83h	$0.65
e574a673-ed54-4a21-a968-c2955875f18b	bamToFastq	2	10GB	40GB	32.65h	$0.83
ad6a0b9b-9caf-4f52-bb96-ae8fc8b4f8c0	bamToFastq	2	10GB	40GB	7.41h	$0.19
ad6a0b9b-9caf-4f52-bb96-ae8fc8b4f8c0	salmon_paired_reads	10	64GB	80GB	0.59h	$0.08
be4cbe7b-1c6e-419f-82b8-2ccc556deae6	bamToFastq	2	10GB	40GB	28.08h	$0.72
be4cbe7b-1c6e-419f-82b8-2ccc556deae6	salmon_paired_reads	10	64GB	80GB	0.54h	$0.07
bc9d5e48-9e66-4b3b-a9b9-7a5f4e12a890	bamToFastq	2	10GB	40GB	10.72h	$0.27
bc9d5e48-9e66-4b3b-a9b9-7a5f4e12a890	salmon_paired_reads	10	64GB	80GB	0.79h	$0.11
f6dc77c5-91e8-4729-be61-1fa723c2bef4	bamToFastq	2	10GB	40GB	8.82h	$0.23
f6dc77c5-91e8-4729-be61-1fa723c2bef4	salmon_paired_reads	10	64GB	80GB	4.99h	$0.67
288fdc48-9c3f-4f7f-af94-b6fd992ba4f3	bamToFastq	2	10GB	40GB	9.83h	$0.25
288fdc48-9c3f-4f7f-af94-b6fd992ba4f3	salmon_paired_reads	10	64GB	80GB	6.48h	$0.87
288fdc48-9c3f-4f7f-af94-b6fd992ba4f3	salmon_paired_reads	10	64GB	80GB	1.08h	$0.14
606c22b3-a661-485d-be31-e1adc207a4f4	bamToFastq	2	10GB	40GB	20.44h	$0.52
606c22b3-a661-485d-be31-e1adc207a4f4	salmon_paired_reads	10	64GB	80GB	2.46h	$0.33
8e75d505-ef65-4661-8a0a-2cd344398c51	bamToFastq	2	10GB	40GB	0.90h	$0.02
8e75d505-ef65-4661-8a0a-2cd344398c51	salmon_paired_reads	10	64GB	80GB	1.70h	$0.23
bcb72208-6a16-4ee3-84e0-0002f14deb22	bamToFastq	2	10GB	40GB	26.58h	$0.68
bcb72208-6a16-4ee3-84e0-0002f14deb22	salmon_paired_reads	10	64GB	80GB	9.15h	$1.23
ee0edbf5-9a87-4e34-b40e-6a61b06f4f2d	bamToFastq	2	10GB	40GB	2.99h	$0.08
ee0edbf5-9a87-4e34-b40e-6a61b06f4f2d	salmon_paired_reads	10	64GB	80GB	2.20h	$0.30
25bc68b0-9bb8-4b1c-948d-1eb6d68e17d3	bamToFastq	2	10GB	40GB	18.48h	$0.47
c1405803-1bc1-438e-95c7-c03fcae8cabc	bamToFastq	2	10GB	40GB	23.05h	$0.59
c1405803-1bc1-438e-95c7-c03fcae8cabc	salmon_paired_reads	10	64GB	80GB	3.14h	$0.42
3fad3c1f-5942-4663-b52c-dfc0bcf79d43	bamToFastq	0	0GB	0GB	0.00h	$0.00
3fad3c1f-5942-4663-b52c-dfc0bcf79d43	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
3d045f5d-a25c-43de-a6b5-d5ee74964b2d	bamToFastq	2	10GB	40GB	21.61h	$0.55
3d045f5d-a25c-43de-a6b5-d5ee74964b2d	bamToFastq	2	10GB	40GB	0.42h	$0.01
3d045f5d-a25c-43de-a6b5-d5ee74964b2d	salmon_paired_reads	10	64GB	80GB	0.99h	$0.13
8c769330-3b60-4eb9-8075-f39deee2961b	bamToFastq	2	10GB	40GB	20.37h	$0.52
8c769330-3b60-4eb9-8075-f39deee2961b	salmon_paired_reads	10	64GB	80GB	1.23h	$0.17
9c1b8d69-68a0-4610-af43-0d0040cd6ed4	bamToFastq	2	10GB	40GB	14.37h	$0.37
9c1b8d69-68a0-4610-af43-0d0040cd6ed4	salmon_paired_reads	10	64GB	80GB	4.51h	$0.61
7952368e-920c-4d18-b3e7-18ba212c2814	bamToFastq	2	10GB	40GB	12.45h	$0.32
7952368e-920c-4d18-b3e7-18ba212c2814	salmon_paired_reads	10	64GB	80GB	1.91h	$0.26
4040709d-ab2a-4c51-91b8-7a3e2bf04c3b	bamToFastq	2	10GB	40GB	19.17h	$0.49
4040709d-ab2a-4c51-91b8-7a3e2bf04c3b	salmon_paired_reads	10	64GB	80GB	1.05h	$0.14
50f2b85b-1f74-4f10-b8d9-dba179ca173f	bamToFastq	2	10GB	40GB	9.30h	$0.24
8a2ce520-a562-4038-843d-86d5f1a09e1a	bamToFastq	2	10GB	40GB	0.94h	$0.02
8a2ce520-a562-4038-843d-86d5f1a09e1a	salmon_paired_reads	10	64GB	80GB	0.71h	$0.10
f9decfc7-fefe-412e-81b9-f6f1b580fc18	bamToFastq	2	10GB	40GB	11.47h	$0.29
f9decfc7-fefe-412e-81b9-f6f1b580fc18	salmon_paired_reads	10	64GB	80GB	1.20h	$0.16
59028caa-6a65-48b8-a437-cb19e7149f74	bamToFastq	2	10GB	40GB	29.77h	$0.76
59028caa-6a65-48b8-a437-cb19e7149f74	salmon_paired_reads	10	64GB	80GB	0.83h	$0.11
e3662a16-f92f-48cc-bdd5-948be77763c1	bamToFastq	2	10GB	40GB	27.20h	$0.69
e3662a16-f92f-48cc-bdd5-948be77763c1	salmon_paired_reads	10	64GB	80GB	0.94h	$0.13
94f995db-672b-493e-9e19-57096e09f946	bamToFastq	2	10GB	40GB	26.38h	$0.67
94f995db-672b-493e-9e19-57096e09f946	salmon_paired_reads	10	64GB	80GB	1.96h	$0.26
ce903960-7c7a-45d3-8d56-5dcbbc46b6e1	bamToFastq	2	10GB	40GB	37.63h	$0.96
ce903960-7c7a-45d3-8d56-5dcbbc46b6e1	salmon_paired_reads	10	64GB	80GB	2.12h	$0.28
042147e6-0890-447e-818d-23433bd61880	bamToFastq	2	10GB	40GB	1.15h	$0.03
042147e6-0890-447e-818d-23433bd61880	salmon_paired_reads	10	64GB	80GB	1.73h	$0.23
40955497-bf6b-4222-873c-068f9f069cad	bamToFastq	2	10GB	40GB	21.33h	$0.55
fae10b4f-04fc-42d3-a42b-9507fd0b44d8	bamToFastq	2	10GB	40GB	13.16h	$0.34
fae10b4f-04fc-42d3-a42b-9507fd0b44d8	salmon_paired_reads	10	64GB	80GB	8.96h	$1.20
fd28184c-7b5f-4f87-a689-9d96f4666ec3	bamToFastq	2	10GB	40GB	1.70h	$0.04
fd28184c-7b5f-4f87-a689-9d96f4666ec3	salmon_paired_reads	10	64GB	80GB	2.63h	$0.35
9ea126c1-b853-49e7-a664-8ef1ba3ae3a3	bamToFastq	2	10GB	40GB	30.72h	$0.79
9ea126c1-b853-49e7-a664-8ef1ba3ae3a3	salmon_paired_reads	10	64GB	80GB	1.60h	$0.22
30ffd585-a9d7-4910-9656-91cb596b0ef8	bamToFastq	0	0GB	0GB	0.00h	$0.00
30ffd585-a9d7-4910-9656-91cb596b0ef8	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
30a302df-0299-401a-ad6c-20a9134fffe9	bamToFastq	2	10GB	40GB	33.55h	$0.86
30a302df-0299-401a-ad6c-20a9134fffe9	salmon_paired_reads	10	64GB	80GB	0.91h	$0.12
f2cf7cc9-6f9b-4b0f-8493-5cc3afd95283	bamToFastq	2	10GB	40GB	32.64h	$0.83
f2cf7cc9-6f9b-4b0f-8493-5cc3afd95283	salmon_paired_reads	10	64GB	80GB	4.84h	$0.65
43e0d644-661c-4bc6-a547-b417a7a6c283	bamToFastq	2	10GB	40GB	29.30h	$0.75
43e0d644-661c-4bc6-a547-b417a7a6c283	salmon_paired_reads	10	64GB	80GB	1.77h	$0.24
5f615c45-6e3f-4ade-94b6-fa02d9caaef6	bamToFastq	2	10GB	40GB	25.39h	$0.65
5f615c45-6e3f-4ade-94b6-fa02d9caaef6	salmon_paired_reads	10	64GB	80GB	0.75h	$0.10
2596a5fc-158b-46fd-8e7c-77117d200f79	bamToFastq	0	0GB	0GB	0.00h	$0.00
2596a5fc-158b-46fd-8e7c-77117d200f79	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
a706522b-51ff-4a42-84c0-be83c53a91d1	bamToFastq	2	10GB	40GB	8.22h	$0.21
a706522b-51ff-4a42-84c0-be83c53a91d1	salmon_paired_reads	10	64GB	80GB	1.68h	$0.23
68c755d3-e902-40b3-9f23-991a077ef629	bamToFastq	2	10GB	40GB	40.25h	$1.03
68c755d3-e902-40b3-9f23-991a077ef629	bamToFastq	2	10GB	40GB	0.52h	$0.01
d9110fef-5946-4e42-bb5c-7bcc750a8936	bamToFastq	2	10GB	40GB	5.58h	$0.14
d9110fef-5946-4e42-bb5c-7bcc750a8936	salmon_paired_reads	10	64GB	80GB	1.41h	$0.19
da87b4cc-324b-40b2-97d1-5b01bef4f0a4	bamToFastq	2	10GB	40GB	2.12h	$0.05
da87b4cc-324b-40b2-97d1-5b01bef4f0a4	salmon_paired_reads	10	64GB	80GB	1.67h	$0.22
5f142fd7-0882-4e8a-8939-b30c7f3ca3f5	bamToFastq	2	10GB	40GB	19.86h	$0.51
5f142fd7-0882-4e8a-8939-b30c7f3ca3f5	salmon_paired_reads	10	64GB	80GB	0.94h	$0.13
c04ab5a9-2e29-43f1-986d-6c4215cc6fec	bamToFastq	2	10GB	40GB	35.09h	$0.90
c04ab5a9-2e29-43f1-986d-6c4215cc6fec	salmon_paired_reads	10	64GB	80GB	0.62h	$0.08
1357d816-801f-40f3-9d85-3a5c86e4dc14	bamToFastq	2	10GB	40GB	31.55h	$0.81
e1fdba32-6720-41b2-ace6-6d277320a470	bamToFastq	2	10GB	40GB	27.83h	$0.71
e1fdba32-6720-41b2-ace6-6d277320a470	salmon_paired_reads	10	64GB	80GB	4.72h	$0.63
2b9d6784-33b7-4658-b318-0851a69ff869	bamToFastq	0	0GB	0GB	0.00h	$0.00
2b9d6784-33b7-4658-b318-0851a69ff869	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
2194953f-0e49-4615-868c-fb0d85b54981	bamToFastq	2	10GB	40GB	9.83h	$0.25
2194953f-0e49-4615-868c-fb0d85b54981	salmon_paired_reads	10	64GB	80GB	6.15h	$0.83
2f3ef9d1-eb40-4fe7-90c0-f3e9eb7109b7	bamToFastq	2	10GB	40GB	23.39h	$0.60
2f3ef9d1-eb40-4fe7-90c0-f3e9eb7109b7	salmon_paired_reads	10	64GB	80GB	0.66h	$0.09
83d9cf20-72ab-4dac-aa79-a74e6f1c5e75	bamToFastq	2	10GB	40GB	12.73h	$0.33
83d9cf20-72ab-4dac-aa79-a74e6f1c5e75	salmon_paired_reads	10	64GB	80GB	1.26h	$0.17
a41e4a1b-fced-4176-a705-820ac3f867bf	bamToFastq	2	10GB	40GB	14.06h	$0.36
a41e4a1b-fced-4176-a705-820ac3f867bf	bamToFastq	2	10GB	40GB	0.29h	$0.01
a41e4a1b-fced-4176-a705-820ac3f867bf	salmon_paired_reads	10	64GB	80GB	3.85h	$0.52
b53caba4-3b0d-47e4-8005-53a89f627226	bamToFastq	0	0GB	0GB	0.00h	$0.00
b53caba4-3b0d-47e4-8005-53a89f627226	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
8cb0b1db-2a16-44a1-8c19-bceffbcda56c	bamToFastq	0	0GB	0GB	0.00h	$0.00
8cb0b1db-2a16-44a1-8c19-bceffbcda56c	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
2b3f5d78-063b-4769-95c4-d562639be7ee	bamToFastq	2	10GB	40GB	0.45h	$0.01
2b3f5d78-063b-4769-95c4-d562639be7ee	salmon_paired_reads	10	64GB	80GB	0.54h	$0.07
8aef13a4-b55d-4e3e-932c-10937ab3f9d4	bamToFastq	0	0GB	0GB	0.00h	$0.00
8aef13a4-b55d-4e3e-932c-10937ab3f9d4	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
cc3cc213-d2cb-42be-b0a9-f4bbb060528d	bamToFastq	0	0GB	0GB	0.00h	$0.00
cc3cc213-d2cb-42be-b0a9-f4bbb060528d	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
367d0d25-ab4e-48a2-b34f-19a5fb6a71d5	bamToFastq	2	10GB	40GB	24.22h	$0.62
367d0d25-ab4e-48a2-b34f-19a5fb6a71d5	salmon_paired_reads	10	64GB	80GB	0.97h	$0.13
cd54c1df-62b0-4421-a574-d3e9f5428137	bamToFastq	2	10GB	40GB	32.73h	$0.84
cd54c1df-62b0-4421-a574-d3e9f5428137	salmon_paired_reads	10	64GB	80GB	7.13h	$0.96
ff05ef5a-043a-463c-9385-3a535acd2579	bamToFastq	2	10GB	40GB	20.87h	$0.53
ff05ef5a-043a-463c-9385-3a535acd2579	salmon_paired_reads	10	64GB	80GB	0.76h	$0.10
50779ec3-6fa2-439a-9190-582ab93d506e	bamToFastq	2	10GB	40GB	18.73h	$0.48
50779ec3-6fa2-439a-9190-582ab93d506e	salmon_paired_reads	10	64GB	80GB	11.31h	$1.52
6a9e8ed7-bcb8-4af6-a926-5d9799bb64d8	bamToFastq	2	10GB	40GB	8.30h	$0.21
6a9e8ed7-bcb8-4af6-a926-5d9799bb64d8	salmon_paired_reads	10	64GB	80GB	2.86h	$0.38
56cc2393-5c27-49f8-9cd6-0c21c82ed935	bamToFastq	2	10GB	40GB	1.96h	$0.05
56cc2393-5c27-49f8-9cd6-0c21c82ed935	salmon_paired_reads	10	64GB	80GB	2.57h	$0.35
293590e8-480f-4e77-88a9-9c29938461e3	bamToFastq	2	10GB	40GB	7.18h	$0.18
293590e8-480f-4e77-88a9-9c29938461e3	salmon_paired_reads	10	64GB	80GB	2.36h	$0.32
4329d6fe-cc3d-40f4-9cf6-e7803605841d	bamToFastq	2	10GB	40GB	3.68h	$0.09
4329d6fe-cc3d-40f4-9cf6-e7803605841d	salmon_paired_reads	10	64GB	80GB	2.00h	$0.27
51d8e28a-f133-465c-84a4-538ea7d45ffb	bamToFastq	2	10GB	40GB	32.96h	$0.84
51d8e28a-f133-465c-84a4-538ea7d45ffb	salmon_paired_reads	10	64GB	80GB	11.95h	$1.60
0e42f5f5-bd4a-4b46-b03d-f9e30ddbe206	bamToFastq	2	10GB	40GB	10.82h	$0.28
0e42f5f5-bd4a-4b46-b03d-f9e30ddbe206	salmon_paired_reads	10	64GB	80GB	6.08h	$0.82
0e42f5f5-bd4a-4b46-b03d-f9e30ddbe206	salmon_paired_reads	10	64GB	80GB	2.29h	$0.31
67988912-91ac-4a58-a369-556b7d0f0d04	bamToFastq	2	10GB	40GB	21.87h	$0.56
67988912-91ac-4a58-a369-556b7d0f0d04	salmon_paired_reads	10	64GB	80GB	1.00h	$0.13
52d9f0d1-76a5-4741-8309-35c19f0b492c	bamToFastq	2	10GB	40GB	34.71h	$0.89
52d9f0d1-76a5-4741-8309-35c19f0b492c	salmon_paired_reads	10	64GB	80GB	1.64h	$0.22
72d12314-20a7-418d-960d-f5f264a4254f	bamToFastq	2	10GB	40GB	24.71h	$0.63
72d12314-20a7-418d-960d-f5f264a4254f	salmon_paired_reads	10	64GB	80GB	0.55h	$0.07
53fdbf0a-fd0c-4e5a-813c-21f1803a71cb	bamToFastq	2	10GB	40GB	33.18h	$0.85
53fdbf0a-fd0c-4e5a-813c-21f1803a71cb	salmon_paired_reads	10	64GB	80GB	1.41h	$0.19
f5d73b4e-44db-4cfa-8c93-ddd57b6d8ef6	bamToFastq	2	10GB	40GB	20.88h	$0.53
f5d73b4e-44db-4cfa-8c93-ddd57b6d8ef6	salmon_paired_reads	10	64GB	80GB	1.46h	$0.20
a5a055ae-9e9e-4695-bd24-19d77b465c64	bamToFastq	2	10GB	40GB	5.61h	$0.14
a5a055ae-9e9e-4695-bd24-19d77b465c64	salmon_paired_reads	10	64GB	80GB	1.19h	$0.16
d4ec508b-9525-4a51-aa1f-8608625b4186	bamToFastq	0	0GB	0GB	0.00h	$0.00
d4ec508b-9525-4a51-aa1f-8608625b4186	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
be71ad12-ed3e-4f54-a072-867324362a72	bamToFastq	2	10GB	40GB	27.22h	$0.70
65412057-9a25-4ee2-a0d5-3d64bcf6080c	bamToFastq	2	10GB	40GB	4.14h	$0.11
65412057-9a25-4ee2-a0d5-3d64bcf6080c	salmon_paired_reads	10	64GB	80GB	1.63h	$0.22
c7eec6e6-e291-48e3-91d2-9a46800a07a4	bamToFastq	0	0GB	0GB	0.00h	$0.00
c7eec6e6-e291-48e3-91d2-9a46800a07a4	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
5c194f67-96c4-463d-9f07-846b4ff18e22	bamToFastq	2	10GB	40GB	1.17h	$0.03
b5083ee0-5e14-42b6-9fff-3e7f37bfbb3e	bamToFastq	2	10GB	40GB	28.63h	$0.73
c4a3914d-8352-4105-8354-405bbd7a9d93	bamToFastq	2	10GB	40GB	5.05h	$0.13
c4a3914d-8352-4105-8354-405bbd7a9d93	salmon_paired_reads	10	64GB	80GB	4.68h	$0.63
c4a3914d-8352-4105-8354-405bbd7a9d93	salmon_paired_reads	10	64GB	80GB	2.71h	$0.36
c4a3914d-8352-4105-8354-405bbd7a9d93	salmon_paired_reads	10	64GB	80GB	7.84h	$1.05
b1b3a241-8c14-49de-9fc0-cf7df10fee77	bamToFastq	2	10GB	40GB	31.30h	$0.80
b1b3a241-8c14-49de-9fc0-cf7df10fee77	salmon_paired_reads	10	64GB	80GB	1.72h	$0.23
34dab291-3734-496f-b889-d7a775873c04	bamToFastq	2	10GB	40GB	0.33h	$0.01
34dab291-3734-496f-b889-d7a775873c04	salmon_paired_reads	10	64GB	80GB	0.87h	$0.12
3d787655-5b2e-4b13-99eb-77b20c9f17c6	bamToFastq	2	10GB	40GB	14.31h	$0.37
3d787655-5b2e-4b13-99eb-77b20c9f17c6	salmon_paired_reads	10	64GB	80GB	1.09h	$0.15
784980e5-1a04-4dcc-aba8-691aa6799aef	bamToFastq	2	10GB	40GB	9.35h	$0.24
784980e5-1a04-4dcc-aba8-691aa6799aef	salmon_paired_reads	10	64GB	80GB	1.25h	$0.17
677ac142-5e2f-4007-a72a-a39b7b62cf10	bamToFastq	2	10GB	40GB	16.72h	$0.43
677ac142-5e2f-4007-a72a-a39b7b62cf10	salmon_paired_reads	10	64GB	80GB	15.91h	$2.14
f09a8a81-826d-4163-8540-7052fdbc84bb	bamToFastq	2	10GB	40GB	36.89h	$0.94
f09a8a81-826d-4163-8540-7052fdbc84bb	salmon_paired_reads	10	64GB	80GB	0.90h	$0.12
520969ca-da81-46c2-9dbe-24f27f1685e8	bamToFastq	0	0GB	0GB	0.00h	$0.00
520969ca-da81-46c2-9dbe-24f27f1685e8	salmon_paired_reads	0	0GB	0GB	0.00h	$0.00
ede3cc18-c507-4f76-b7dc-63f22439a9bc	bamToFastq	2	10GB	40GB	7.99h	$0.20
